"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs9695696","132286727","Obesity with early age of onset (age >2)","6.43e-5","22484627","9"
"rs9699942","72681835","Obesity with early age of onset (age >2)","4.61e-4","22484627","1"
"rs970067","130081192","Obesity with early age of onset (age >2)","6.78e-4","22484627","6"
"rs970476","155802080","Obesity with early age of onset (age >2)","9.30e-4","22484627","5"
"rs970843","98876029","Obesity (extreme)","5.00e-6","21935397","15"
"rs971060","7588599","Obesity (body mass index (BMI))","9.01e-4","21935397","20"
"rs972283","130466854","Type 2 diabetes without obesity","1.41e-4","20581827","7"
"rs972716","35089669","Obesity with early age of onset (age >2)","6.92e-4","22484627","22"
"rs974223","35088306","Obesity with early age of onset (age >2)","7.73e-4","22484627","22"
"rs974224","35088530","Obesity with early age of onset (age >2)","8.20e-4","22484627","22"
"rs975480","72517928","Obesity with early age of onset (age >2)","4.40e-4","22484627","1"
"rs975513","1447308","Obesity with early age of onset (age >2)","7.79e-4","22484627","6"
"rs975918","57842408","Obesity with early age of onset (age >2)","1.70e-5","22484627","18"
"rs976105","27709447","Obesity (body mass index (BMI))","4.42e-4","21935397","21"
"rs976634","124018422","Obesity (body mass index (BMI))","3.71e-4","21935397","3"
"rs976728","32537352","Obesity (body mass index (BMI))","4.56e-4","21935397","20"
"rs977153","35982918","Obesity (body mass index (BMI))","7.79e-4","21935397","18"
"rs977767","35950723","Obesity (body mass index (BMI))","3.73e-4","21935397","18"
"rs978208","54393132","Obesity with early age of onset (age >2)","5.35e-4","22484627","20"
"rs9783698","74548773","Obesity-related traits","1.00e-6","23251661","15"
"rs9783698","74548773","Obesity-related traits","3.00e-6","23251661","15"
"rs978425","69914506","Obesity with early age of onset (age >2)","5.58e-4","22484627","17"
"rs978582","83165515","Obesity (body mass index (BMI))","8.46e-4","21935397","7"
"rs9788973","11985574","Obesity with early age of onset (age >2)","3.17e-4","22484627","17"
"rs9789347","214838513","Obesity-related traits","8.00e-6","23251661","2"
"rs9790513","80086448","Obesity (body mass index (BMI))","3.92e-4","21935397","4"
"rs9791090","66018196","Obesity with early age of onset (age >2)","3.24e-4","22484627","5"
"rs979455","150594802","Obesity-related traits","9.00e-6","23251661","5"
"rs979628","29401520","Obesity (body mass index (BMI))","6.85e-4","21935397","19"
"rs979629","29401695","Obesity (body mass index (BMI))","6.83e-4","21935397","19"
"rs9804168","75249616","Obesity with early age of onset (age >2)","9.71e-4","22484627","1"
"rs9805137","50259062","Obesity (body mass index (BMI))","4.87e-4","21935397","12"
"rs9805137","50259062","Obesity with early age of onset (age >2)","6.35e-4","22484627","12"
"rs9807418","63772953","Obesity with early age of onset (age >2)","3.18e-4","22484627","18"
"rs9809215","126421345","Obesity with early age of onset (age >2)","6.20e-4","22484627","3"
"rs981051","25209277","Obesity with early age of onset (age >2)","2.01e-4","22484627","2"
"rs981052","25209537","Obesity with early age of onset (age >2)","2.01e-4","22484627","2"
"rs9810650","131493432","Obesity with early age of onset (age >2)","1.12e-4","22484627","3"
"rs9812067","117594641","Obesity (body mass index (BMI))","7.33e-4","21935397","3"
"rs9812928","123989465","Obesity (body mass index (BMI))","2.85e-4","21935397","3"
"rs9813330","123998735","Obesity (body mass index (BMI))","3.04e-4","21935397","3"
"rs9813516","60293004","Obesity (body mass index (BMI))","4.34e-6","21552555","3"
"rs9813860","131506459","Obesity with early age of onset (age >2)","3.05e-4","22484627","3"
"rs9814034","131566768","Obesity with early age of onset (age >2)","4.03e-4","22484627","3"
"rs9814648","3155229","Obesity (body mass index (BMI))","8.45e-4","21935397","3"
"rs981531","35978516","Obesity (body mass index (BMI))","3.95e-4","21935397","18"
"rs9815672","63274436","Obesity (body mass index (BMI))","4.59e-4","21935397","3"
"rs9816226","185834499","Extreme obesity with early age of onset","1.69e-218","23563609","3"
"rs9816226","185834499","Obesity","2.00e-14","23563607","3"
"rs9816226","185834499","Obesity","2.00e-13","23563607","3"
"rs9816226","185834499","Obesity (body mass index (BMI) > 30 kg/m2))","5.02e-4","20935630","3"
"rs9816401","126440685","Obesity with early age of onset (age >2)","5.70e-4","22484627","3"
"rs9816797","131614595","Obesity with early age of onset (age >2)","6.15e-4","22484627","3"
"rs9817730","131607655","Obesity with early age of onset (age >2)","5.56e-4","22484627","3"
"rs9818146","195641908","Obesity (body mass index (BMI))","2.86e-4","21935397","3"
"rs9818393","11509668","Obesity (body mass index (BMI))","1.52e-4","21935397","3"
"rs9818584","157423676","Obesity with early age of onset (age >2)","4.72e-4","22484627","3"
"rs9818967","124021862","Obesity (body mass index (BMI))","3.80e-4","21935397","3"
"rs9819360","31754338","Extreme obesity with early age of onset","8.89e-7","23563609","3"
"rs9819360","31754338","Obesity (early onset extreme)","1.59e-4","23563609","3"
"rs9819643","123994564","Obesity (body mass index (BMI))","2.92e-4","21935397","3"
"rs9820920","181137091","Obesity (body mass index (BMI))","5.97e-4","21935397","3"
"rs9821187","181137068","Obesity (body mass index (BMI))","6.02e-4","21935397","3"
"rs9821268","44303124","Obesity (body mass index (BMI))","8.06e-4","21935397","3"
"rs9823005","157433054","Obesity with early age of onset (age >2)","4.21e-4","22484627","3"
"rs9823038","157456197","Obesity with early age of onset (age >2)","3.34e-4","22484627","3"
"rs9824435","49674343","Obesity with early age of onset (age >2)","5.97e-5","22484627","3"
"rs9826161","13730960","Obesity (body mass index (BMI))","8.56e-4","21935397","3"
"rs9826180","131533805","Obesity with early age of onset (age >2)","2.26e-4","22484627","3"
"rs9827910","180582496","Obesity (body mass index (BMI))","9.76e-4","21935397","3"
"rs9828720","131486468","Obesity with early age of onset (age >2)","3.06e-4","22484627","3"
"rs9830730","49675875","Obesity with early age of onset (age >2)","5.55e-5","22484627","3"
"rs9830904","13731645","Obesity (body mass index (BMI))","8.95e-4","21935397","3"
"rs9835157","49797769","Obesity with early age of onset (age >2)","4.20e-5","22484627","3"
"rs9836040","4941141","Obesity (body mass index (BMI))","1.19e-4","21935397","3"
"rs9837417","131610928","Obesity with early age of onset (age >2)","5.77e-4","22484627","3"
"rs9837977","195746112","Obesity (body mass index (BMI))","6.41e-4","21935397","3"
"rs9838870","131546832","Obesity with early age of onset (age >2)","4.28e-4","22484627","3"
"rs9839501","126432392","Obesity with early age of onset (age >2)","6.33e-4","22484627","3"
"rs9841864","54028469","Obesity with early age of onset (age >2)","9.41e-5","22484627","3"
"rs9842630","79406519","Obesity with early age of onset (age >2)","8.79e-4","22484627","3"
"rs984300","109455835","Obesity-related traits","3.00e-6","23251661","13"
"rs9843007","61207077","Obesity with early age of onset (age >2)","4.95e-4","22484627","3"
"rs9843467","79407032","Obesity with early age of onset (age >2)","8.04e-4","22484627","3"
"rs984440","139077728","Obesity-related traits","3.00e-6","23251661","8"
"rs9844762","131489343","Obesity with early age of onset (age >2)","2.95e-4","22484627","3"
"rs9847672","131618541","Obesity with early age of onset (age >2)","5.56e-4","22484627","3"
"rs9847751","126435759","Obesity with early age of onset (age >2)","6.20e-4","22484627","3"
"rs9848869","13731856","Obesity (body mass index (BMI))","5.65e-4","21935397","3"
"rs9849455","13726270","Obesity (body mass index (BMI))","4.05e-4","21935397","3"
"rs9849613","13726334","Obesity (body mass index (BMI))","8.28e-4","21935397","3"
"rs9850253","131543204","Obesity with early age of onset (age >2)","4.62e-4","22484627","3"
"rs9850646","131573354","Obesity with early age of onset (age >2)","3.02e-4","22484627","3"
"rs985207","72501356","Obesity (body mass index (BMI))","9.74e-4","21935397","12"
"rs9853154","131495940","Obesity with early age of onset (age >2)","2.84e-4","22484627","3"
"rs9853705","44353145","Obesity (body mass index (BMI))","7.03e-4","21935397","3"
"rs9853765","63274579","Obesity (body mass index (BMI))","4.55e-4","21935397","3"
"rs9853794","131496465","Obesity with early age of onset (age >2)","1.03e-4","22484627","3"
"rs9855524","131537034","Obesity with early age of onset (age >2)","8.33e-4","22484627","3"
"rs9855716","61257089","Obesity with early age of onset (age >2)","5.19e-4","22484627","3"
"rs9856151","131574485","Obesity with early age of onset (age >2)","4.01e-4","22484627","3"
"rs985621","163339633","Obesity (body mass index (BMI))","5.48e-4","21935397","2"
"rs9857192","63277968","Obesity (body mass index (BMI))","4.42e-4","21935397","3"
"rs9858200","131585406","Obesity with early age of onset (age >2)","3.43e-4","22484627","3"
"rs9858622","195577630","Type 2 diabetes with obesity","1.60e-5","17460697","3"
"rs9861401","124028225","Obesity (body mass index (BMI))","3.87e-4","21935397","3"
"rs986152","119069825","Obesity with early age of onset (age >2)","6.84e-4","22484627","6"
"rs9861857","139698847","Obesity with early age of onset (age >2)","8.18e-4","22484627","3"
"rs9863492","131526164","Obesity with early age of onset (age >2)","2.79e-4","22484627","3"
"rs9863794","106836240","Obesity (body mass index (BMI))","6.55e-4","21935397","3"
"rs9866365","131493730","Obesity with early age of onset (age >2)","1.02e-4","22484627","3"
"rs986652","193815404","Obesity (body mass index (BMI))","9.58e-4","21935397","2"
"rs9866616","195719885","Obesity (body mass index (BMI))","3.29e-5","21935397","3"
"rs9867170","63272826","Obesity (body mass index (BMI))","4.67e-4","21935397","3"
"rs9868324","123989444","Obesity (body mass index (BMI))","2.85e-4","21935397","3"
"rs9869417","131622727","Obesity with early age of onset (age >2)","4.84e-4","22484627","3"
"rs9870146","117156255","Obesity-related traits","9.00e-6","23251661","3"
"rs987052","86322459","Adult obesity (body mass index (BMI))","1.00e-7","19151714","16"
"rs987052","86322459","Obesity-related traits","7.00e-7","23251661","16"
"rs9870681","72398604","Obesity with early age of onset (age >2)","5.52e-4","22484627","3"
"rs9870755","49809841","Obesity with early age of onset (age >2)","6.09e-5","22484627","3"
"rs9870858","49769071","Obesity with early age of onset (age >2)","4.91e-5","22484627","3"
"rs987237","50803050","Extreme obesity with early age of onset","2.90e-220","23563609","6"
"rs987237","50803050","Obesity (body mass index (BMI) > 30 kg/m2))","1.60e-6","20935630","6"
"rs987237","50803050","Obesity (body mass index (BMI))","2.66e-5","21935397","6"
"rs987237","50803050","Obesity with early age of onset (age >2)","3.05e-5","22484627","6"
"rs987237","50803050","Extreme obesity (body mass index (BMI))","5.43e-4","20935630","6"
"rs9872496","178638752","Obesity (body mass index (BMI))","4.73e-4","21935397","3"
"rs9872712","131619379","Obesity with early age of onset (age >2)","5.63e-4","22484627","3"
"rs9873263","63274302","Obesity (body mass index (BMI))","4.60e-4","21935397","3"
"rs9874767","131623676","Obesity with early age of onset (age >2)","4.90e-4","22484627","3"
"rs9876934","54010039","Obesity with early age of onset (age >2)","1.92e-4","22484627","3"
"rs9879306","179016159","Obesity with early age of onset (age >2)","7.28e-4","22484627","3"
"rs9883000","49667691","Obesity with early age of onset (age >2)","6.07e-5","22484627","3"
"rs9884299","113302950","Obesity with early age of onset (age >2)","7.45e-5","22484627","4"
"rs9884682","113302639","Obesity with early age of onset (age >2)","8.18e-5","22484627","4"
"rs9885511","137989020","Obesity with early age of onset (age >2)","8.02e-4","22484627","5"
"rs9886041","156629235","Obesity (body mass index (BMI))","1.78e-4","21935397","7"
"rs988712","27563382","Obesity","5.00e-17","21708048","11"
"rs988712","27563382","Obesity (body mass index (BMI))","5.20e-17","21708048","11"
"rs988712","27563382","Obesity (body mass index (BMI)) (females)","1.47e-10","21708048","11"
"rs988712","27563382","Obesity (body mass index (BMI)) (males)","8.70e-7","21708048","11"
"rs988748","27724745","Obesity with early age of onset (age >2)","1.15e-4","22484627","11"
"rs9890889","68661880","Type 2 diabetes without obesity","3.20e-5","17460697","17"
"rs9891146","65988049","Obesity with early age of onset (age >2)","3.78e-4","22484627","17"
"rs989507","127135838","Obesity-related traits","2.00e-6","23251661","10"
"rs9895389","55342518","Obesity (body mass index (BMI))","7.56e-4","21935397","17"
"rs9896835","43053549","Obesity with early age of onset (age >2)","6.17e-4","22484627","17"
"rs9897982","65879592","Obesity with early age of onset (age >2)","7.47e-4","22484627","17"
"rs9899520","65957568","Obesity with early age of onset (age >2)","9.12e-4","22484627","17"
"rs9900961","65810069","Obesity with early age of onset (age >2)","1.42e-4","22484627","17"
"rs9900972","76868614","Obesity-related traits","8.00e-6","23251661","17"
"rs9906595","37101380","Obesity-related traits","4.00e-6","23251661","17"
"rs9908079","4497084","Obesity (body mass index (BMI))","6.66e-4","21935397","17"
"rs9918079","15545410","Obesity-related traits","6.00e-6","23251661","4"
"rs9919897","22862876","Obesity (body mass index (BMI))","2.63e-4","21935397","14"
"rs9919909","90403424","Obesity (body mass index (BMI))","8.46e-4","21935397","14"
"rs9919922","22863124","Obesity (body mass index (BMI))","3.29e-4","21935397","14"
"rs992037","162001436","Obesity (body mass index (BMI))","3.91e-4","21935397","6"
"rs9922047","53806280","Obesity (body mass index (BMI))","5.77e-10","21935397","16"
"rs9922047","53806280","Obesity with early age of onset (age >2)","1.58e-7","22484627","16"
"rs9922516","18024850","Obesity-related traits","9.00e-6","23251661","16"
"rs9922619","53831771","Obesity with early age of onset (age >2)","2.09e-12","22484627","16"
"rs9922619","53831771","Obesity (body mass index (BMI))","6.28e-12","21935397","16"
"rs9922708","53831146","Obesity with early age of onset (age >2)","2.09e-12","22484627","16"
"rs9922708","53831146","Obesity (body mass index (BMI))","6.11e-12","21935397","16"
"rs9923147","53801549","Obesity (body mass index (BMI))","1.03e-13","21935397","16"
"rs9923147","53801549","Obesity with early age of onset (age >2)","6.06e-13","22484627","16"
"rs9923233","53819198","Obesity (body mass index (BMI))","4.15e-13","21935397","16"
"rs9923233","53819198","Metabolic syndrome domains (Central obesity)","1.70e-12","22022282","16"
"rs9923233","53819198","Obesity with early age of onset (age >2)","2.24e-11","22484627","16"
"rs9923451","78952439","Obesity","8.00e-7","21552555","16"
"rs9923544","53801985","Obesity (body mass index (BMI))","1.02e-13","21935397","16"
"rs9923544","53801985","Obesity with early age of onset (age >2)","5.89e-13","22484627","16"
"rs9926156","72142895","Obesity (body mass index (BMI))","7.79e-4","21935397","16"
